"V1","V2","V3","V4","V5","V6","V7","V8"
0.000943922,0.00105441,0.00212527,0.00643787,0.0149621,0.0159721,0.0270374,0.0366487
0.00114429,0.00116713,0.00236145,0.00627375,0.016072,0.0195568,0.0312263,0.047013
0.000552125,0.000941902,0.00209796,0.00524132,0.0132632,0.0114883,0.0200747,0.0286161
0.00107337,0.000953797,0.00200803,0.00475639,0.0123567,0.0170682,0.0304532,0.047536
0.000656912,0.00110609,0.00196018,0.00472063,0.0118171,0.0119313,0.0214852,0.0325551
0.000984672,0.001257,0.00266212,0.00709243,0.0169174,0.0197774,0.0354459,0.0521784
0.000873123,0.0011673,0.00266826,0.00604075,0.0162445,0.0216287,0.0371156,0.0551024
0.000726865,0.0011458,0.00262854,0.00657427,0.0166407,0.0181896,0.0310089,0.0446259
0.000902949,0.0012018,0.00297393,0.00813333,0.0189874,0.0261325,0.0441693,0.0726306
0.000978423,0.000936333,0.00193995,0.00563754,0.0136988,0.0191086,0.0322451,0.0455548
0.00156937,0.00167237,0.00369797,0.00906839,0.024117,0.0262561,0.0444311,0.0704454
0.000853641,0.000898289,0.002053,0.00574845,0.0149257,0.0170362,0.0320695,0.0480946
0.000490573,0.00104816,0.00208283,0.00491209,0.0119693,0.0106734,0.0188102,0.0269187
0.00105653,0.000941195,0.0022854,0.0053121,0.0134974,0.0165913,0.031902,0.0424389
0.000942562,0.00104049,0.00216397,0.00509041,0.0136632,0.0172529,0.0300733,0.0500579
0.000813981,0.000972217,0.00247088,0.00601199,0.0146862,0.0173711,0.0300312,0.047848
0.000886282,0.000831676,0.00234073,0.00592038,0.014575,0.016349,0.0294386,0.0373394
0.00136883,0.00119005,0.00277384,0.0073461,0.0178176,0.0238705,0.0444965,0.0613095
0.00115493,0.00100693,0.00264993,0.00581873,0.0152206,0.0176092,0.0280211,0.0427269
0.000757356,0.000875464,0.00223729,0.00519916,0.013635,0.0158679,0.0286037,0.0451622
0.000958749,0.00134307,0.0026351,0.00670728,0.0175238,0.0227639,0.0388869,0.0606917
0.000963411,0.00106319,0.00264653,0.0063751,0.0147762,0.0191884,0.0348712,0.0554599
0.000757229,0.00111108,0.00265739,0.00636558,0.0162545,0.0186748,0.0301178,0.0523537
0.000633398,0.00100272,0.00208989,0.00521735,0.0147355,0.01611,0.027397,0.0429228
0.000802618,0.00101793,0.00227523,0.00532583,0.0134117,0.0148247,0.0268117,0.0382779
0.000799223,0.00111567,0.00229293,0.00555747,0.0144156,0.0147797,0.0264933,0.0351098
0.000966824,0.0010833,0.00207494,0.00525316,0.0145989,0.0193299,0.0369796,0.0505866
0.00100088,0.0011666,0.0025712,0.0060871,0.0144204,0.0173453,0.0325308,0.0437222
0.000831407,0.000946675,0.0023761,0.00614348,0.0132481,0.0149609,0.0265527,0.0374331
0.00111778,0.00119637,0.00263711,0.00743502,0.0195289,0.0205447,0.0395294,0.0511501
0.000915874,0.000994965,0.00238447,0.00635185,0.0161571,0.0207284,0.0374569,0.0566161
0.00104756,0.00131459,0.00311378,0.0074996,0.0179808,0.0222091,0.0434613,0.0651994
0.00108588,0.000910651,0.00211055,0.00534003,0.0138308,0.0160965,0.0281198,0.042481
0.000792357,0.000932137,0.00232706,0.00626495,0.0139374,0.0146817,0.0252104,0.0357236
0.00151371,0.00111271,0.00324021,0.00729961,0.0189797,0.0273745,0.0486151,0.0805142
0.00090655,0.00120744,0.0029424,0.00825711,0.0187211,0.0194089,0.0327094,0.0509437
0.000764543,0.000990535,0.00214072,0.00561952,0.0150343,0.0188712,0.033652,0.0495337
0.000904552,0.000996685,0.00224127,0.00589494,0.0148316,0.0194169,0.0358401,0.0560821
0.000791603,0.000894626,0.00224604,0.00617297,0.0152639,0.0163889,0.0289928,0.0424131
0.00108627,0.000931695,0.00239747,0.00589122,0.0150342,0.0156417,0.0233772,0.0375006
0.000546586,0.000942642,0.00200465,0.00549957,0.0127302,0.0149754,0.025391,0.038546
0.000589377,0.00103374,0.00193846,0.0050408,0.0113469,0.0113205,0.0205064,0.0294565
0.000474845,0.000849318,0.00196695,0.00501666,0.0125849,0.0124753,0.0217121,0.0311401
0.00121371,0.00133484,0.00290004,0.00626001,0.0174193,0.0220014,0.0400795,0.0556055
0.000758807,0.000982287,0.00212227,0.00522016,0.0119103,0.0125537,0.0205907,0.0324151
0.000626619,0.000802311,0.00222254,0.00492006,0.0120026,0.0131254,0.0234889,0.0340485
0.000870036,0.00100289,0.00266433,0.00526781,0.0136422,0.0132476,0.0235952,0.0361055
0.000609558,0.000799409,0.00189437,0.004439,0.0107067,0.0128719,0.0248489,0.0352752
0.000658262,0.000940901,0.00226618,0.00562695,0.0139665,0.0132873,0.0225068,0.0333441
0.00079661,0.00103933,0.00210317,0.00570621,0.0134993,0.0170106,0.0285483,0.0441622
0.00107851,0.0012115,0.00301772,0.00890425,0.0190174,0.0223463,0.040293,0.0621637
0.000877483,0.000747719,0.00175096,0.00444161,0.010445,0.0107844,0.0178567,0.0280744
0.000900381,0.00112711,0.00239796,0.00612889,0.0151563,0.0163322,0.027438,0.0405573
0.00068483,0.00118977,0.00282251,0.00707508,0.0193373,0.0190033,0.0335605,0.0515928
0.000677794,0.000957494,0.00234429,0.00565582,0.0131623,0.0148957,0.0265996,0.040622
0.00108522,0.00177764,0.0032859,0.00952852,0.0227377,0.0241132,0.0494852,0.069653
0.000799213,0.000971405,0.00233917,0.00591442,0.0152268,0.0169225,0.0303283,0.0452246
0.000847574,0.000798509,0.00212578,0.00482439,0.0122871,0.0171047,0.0312788,0.0457692
0.000929385,0.00106347,0.00236691,0.00653332,0.0149482,0.0181573,0.0310573,0.0466352
0.000587378,0.000829019,0.0017764,0.00432305,0.00969972,0.0121286,0.021568,0.0304594
0.000862983,0.00103281,0.0023296,0.0060626,0.0144087,0.016523,0.0273705,0.0405649
0.000973973,0.00080924,0.00234986,0.0060396,0.0143707,0.016543,0.0291988,0.0432567
0.00114789,0.000997234,0.00240188,0.0064705,0.0154496,0.0173661,0.0299784,0.0434327
0.00083604,0.00105884,0.00260118,0.00618581,0.0141385,0.0201333,0.0341778,0.0474673
0.000904887,0.00112213,0.00232656,0.00609582,0.0144119,0.0186093,0.0355953,0.0559788
0.000749947,0.000886962,0.00229514,0.00550546,0.0129557,0.016183,0.0266155,0.039676
0.000922965,0.00085538,0.0015864,0.00467221,0.0115991,0.0139379,0.0242174,0.0374141
0.000888538,0.000856005,0.00203155,0.0054504,0.0116279,0.0142279,0.0280779,0.0384984
0.00086374,0.00109569,0.00245387,0.00541433,0.0145083,0.0145403,0.0254052,0.0378202
0.00129203,0.00166465,0.0036616,0.00976569,0.0233957,0.0304523,0.057062,0.0859484
0.00100305,0.000992578,0.00234335,0.0054946,0.0143856,0.0141603,0.0235033,0.0363298
0.000609945,0.00068712,0.00202866,0.00507504,0.010655,0.014405,0.025256,0.0394065
0.00095283,0.000930812,0.00233683,0.00566283,0.0152811,0.0171494,0.032192,0.0442572
0.000882435,0.000977175,0.00212017,0.00497744,0.0129397,0.0180128,0.0321003,0.0497286
0.000544046,0.000804045,0.0016103,0.00397012,0.0102451,0.0113051,0.0196341,0.0293958
0.000892793,0.00112484,0.00227105,0.00624012,0.0152156,0.0204067,0.0367953,0.051268
0.000845645,0.00122213,0.0034007,0.00650227,0.0176011,0.0215445,0.0408099,0.0612839
0.000955644,0.00125197,0.0026953,0.00686746,0.0178662,0.0179508,0.0349672,0.0494137
0.000731971,0.000929463,0.00232374,0.00528653,0.0140744,0.01816,0.0306496,0.0506557
0.000680159,0.00107524,0.00203188,0.0053936,0.0127787,0.017851,0.033861,0.0467121
0.000605048,0.000876671,0.00197458,0.00499406,0.0120926,0.0131687,0.0242918,0.0360694
0.00124593,0.00112556,0.00234134,0.00642288,0.0151465,0.0194536,0.0380123,0.0564763
0.000991846,0.00101204,0.00261459,0.00581985,0.0137931,0.0156809,0.0269119,0.0399996
0.00107956,0.00113767,0.00265516,0.00681181,0.0148453,0.0161007,0.0292936,0.0416818
0.00078667,0.000850234,0.00221523,0.00477244,0.0120565,0.013733,0.0259044,0.0374936
0.00122999,0.000982598,0.00210416,0.0049302,0.0135499,0.0161623,0.0319162,0.044171
0.000523156,0.000778771,0.00187788,0.00404643,0.0120379,0.0129761,0.0219811,0.0351167
0.000777872,0.000913679,0.00215176,0.00567298,0.0134779,0.0126776,0.0212839,0.0302642
0.00119515,0.00113514,0.0026189,0.00626466,0.0168181,0.0205004,0.0335828,0.0523047
0.000475555,0.000672389,0.00183668,0.00498851,0.0106435,0.012475,0.0214902,0.0343775
0.000812931,0.00119842,0.00263703,0.00691121,0.0163397,0.0198105,0.0358036,0.0520113
0.000788566,0.00140871,0.00255959,0.00744541,0.0190344,0.0206939,0.0405801,0.0516573
0.00120505,0.00142865,0.00296121,0.00778475,0.0183,0.0199645,0.0319191,0.0544791
0.000722609,0.00114542,0.002391,0.00600797,0.0160837,0.018616,0.0330392,0.0499327
0.000839595,0.00100685,0.00213161,0.00591369,0.0134894,0.014404,0.0228677,0.0354269
0.000920962,0.00114534,0.00244607,0.00685641,0.0156722,0.0160649,0.0274493,0.0383072
0.00102129,0.000970731,0.00209657,0.00594156,0.0143713,0.0162981,0.0282308,0.0421908
0.00153492,0.0011514,0.0025835,0.0060585,0.0150609,0.0214056,0.0381927,0.0521418
0.000708777,0.000815697,0.00170037,0.00409482,0.0107952,0.0110092,0.0187189,0.0261803
0.000826427,0.00136255,0.0026932,0.00798606,0.0219541,0.0255209,0.0422273,0.0648146
0.000641861,0.0006248,0.00132226,0.00335124,0.00874426,0.0113821,0.0221608,0.0305244
0.000744159,0.00107737,0.00248886,0.00543755,0.0143876,0.01751,0.0296609,0.0409021
0.000745329,0.000845192,0.00198541,0.0047089,0.011517,0.0123478,0.0207043,0.0305076
0.000782469,0.000761258,0.00183997,0.00450303,0.0105819,0.0147031,0.026285,0.0384537
0.000913728,0.000909536,0.00214556,0.00590454,0.014324,0.0178014,0.0307733,0.0423481
0.000748661,0.00105356,0.00258692,0.00664377,0.01749,0.0199217,0.0336683,0.04959
0.00100677,0.00103929,0.00255409,0.00597079,0.0153619,0.0198652,0.0364557,0.0545637
0.000869374,0.000787935,0.00166688,0.00514338,0.0121521,0.0148641,0.0283064,0.0405327
0.00103246,0.00101229,0.00242324,0.00547699,0.0143566,0.0141387,0.0244965,0.0332228
0.0007561,0.000785089,0.00210844,0.00541475,0.0136266,0.0154489,0.0292283,0.041317
0.000993987,0.00112275,0.0026609,0.00626331,0.0150549,0.0197609,0.0362676,0.0538883
0.000522595,0.000711397,0.00176231,0.00493049,0.0117048,0.0131774,0.0225693,0.0331577
0.000733175,0.000934832,0.0021121,0.00493398,0.0133045,0.0152636,0.0259571,0.0392274
0.00127732,0.00124229,0.00287704,0.00718062,0.0184406,0.0250624,0.0451304,0.0663099
0.000942298,0.00099955,0.00249727,0.00720651,0.0162888,0.0196258,0.0329297,0.052251
0.000601313,0.000787551,0.00169583,0.00485307,0.0106722,0.00832942,0.0120669,0.0183628
0.000849255,0.000788414,0.00189148,0.00461668,0.0112137,0.015235,0.0252667,0.039288
0.000431228,0.00075998,0.00188747,0.00488337,0.0113569,0.00909594,0.0148053,0.0222133
0.00083842,0.00137166,0.00341826,0.00823472,0.0193291,0.022388,0.0371107,0.0560482
0.00087097,0.00119877,0.00306671,0.00707071,0.0170514,0.021378,0.0403754,0.0595853
0.001007,0.000926431,0.00182688,0.00500118,0.0135548,0.0189203,0.0345206,0.0498343
0.00127548,0.00129169,0.00293878,0.00771127,0.0186654,0.0274224,0.0508524,0.0780109
0.00090326,0.00090259,0.00202735,0.00479867,0.0120967,0.0148767,0.0251866,0.035707
0.00127551,0.00117084,0.00307863,0.00754893,0.0190192,0.0227967,0.035581,0.053476
0.000881562,0.00104329,0.00272825,0.00572066,0.0143775,0.0187474,0.0309807,0.0508828
0.000800036,0.000980401,0.00238733,0.0059737,0.0137797,0.0154086,0.0260473,0.0408963
0.000864551,0.000987164,0.00247044,0.00545282,0.0138097,0.0138944,0.0248033,0.0356803
0.00110185,0.0016529,0.00398059,0.00864679,0.0228417,0.0269329,0.0483221,0.0703602
0.000856679,0.00103916,0.00243136,0.00645881,0.0153351,0.023451,0.0420423,0.0607639
0.000631205,0.000798537,0.00169119,0.00503794,0.0122686,0.0151664,0.0279817,0.0427868
0.000820199,0.00100304,0.00224507,0.00632874,0.0150868,0.019943,0.0324872,0.0518474
0.000772389,0.00116617,0.00272184,0.0054472,0.0136796,0.0123648,0.0189605,0.0262529
0.000745768,0.000865585,0.00208858,0.00540667,0.0132071,0.0138742,0.0243064,0.0346007
0.000853101,0.000862749,0.0021389,0.00472991,0.0123337,0.0157259,0.0288174,0.0389099
0.000618323,0.000809826,0.00211676,0.00492737,0.0124989,0.0146929,0.0241091,0.0381943
0.000543373,0.00106333,0.00247193,0.00576745,0.0153175,0.0132346,0.0208317,0.031611
0.00130184,0.00190696,0.00354477,0.00941909,0.0274213,0.0359932,0.0646428,0.105846
0.000832964,0.000948493,0.00226009,0.00565146,0.0133218,0.0153564,0.0274012,0.0406965
0.000625633,0.000715912,0.00216335,0.00495979,0.0113313,0.0117707,0.0216893,0.0314847
0.0012438,0.0008809,0.00219587,0.00537232,0.0149367,0.0208658,0.0379641,0.0556653
0.000621874,0.000863208,0.00181183,0.00474496,0.0109067,0.0114438,0.0194008,0.028418
0.00085612,0.00103417,0.0023013,0.00557997,0.015345,0.0177261,0.0306919,0.0494076
0.000663803,0.000812837,0.00222696,0.00559749,0.0142789,0.0152682,0.0283258,0.0397792
0.000635193,0.0010601,0.0020938,0.00566298,0.0131775,0.015308,0.0283871,0.0377184
0.000571994,0.000998043,0.00226762,0.00482391,0.0125072,0.0124663,0.0207538,0.0321161
0.000864414,0.00106956,0.00231212,0.00592632,0.0156849,0.017605,0.0321553,0.047276
0.00107865,0.00139453,0.00309134,0.00726423,0.0187946,0.0268964,0.0453796,0.0713481
0.00126578,0.00121394,0.00252462,0.0061482,0.0149535,0.0213443,0.0387509,0.0585306
0.00128084,0.00135104,0.00302865,0.00777436,0.0201844,0.020628,0.0351547,0.0507828
0.0010843,0.00154217,0.00329455,0.00872131,0.0206921,0.0253755,0.0417377,0.0641413
0.000580801,0.000863333,0.0019714,0.00489573,0.0129831,0.01349,0.0235466,0.0356285
0.00126731,0.00127211,0.00322224,0.00806062,0.0218534,0.0289624,0.0526687,0.0793516
0.00133531,0.00114371,0.00227445,0.00621763,0.0157536,0.0183265,0.0327895,0.0485929
0.000578923,0.000948011,0.00200942,0.00525373,0.011287,0.0105703,0.018351,0.0261033
0.00063524,0.000915521,0.00216284,0.00522085,0.0122135,0.0148153,0.0263307,0.0412223
0.000730213,0.00090332,0.00196759,0.00530726,0.0117141,0.0158314,0.0265307,0.0397267
0.00109229,0.00117395,0.00235618,0.00616037,0.0149374,0.0175291,0.0314029,0.0458953
0.00102336,0.000860152,0.00191286,0.00577137,0.0140657,0.0173178,0.0302261,0.045485
0.000746741,0.00137765,0.00300695,0.00724221,0.0186413,0.0204048,0.0333481,0.0530514
0.00110016,0.00114345,0.00261863,0.00703272,0.0162736,0.0198244,0.0349762,0.0509243
0.000893172,0.0012845,0.00272828,0.00716156,0.0168418,0.0221947,0.0376756,0.0570446
0.000813526,0.00118952,0.0023875,0.00652934,0.0158639,0.0186839,0.0346082,0.0485613
0.000733952,0.0010688,0.00217564,0.00534278,0.0140294,0.0167719,0.0289749,0.0441304
0.000783146,0.0010951,0.00218001,0.00587599,0.0141565,0.0172528,0.0262181,0.0353958
0.00128583,0.00120746,0.00324081,0.00765627,0.0200154,0.0251744,0.0457651,0.0629971
0.000700013,0.00101058,0.00216853,0.00592937,0.0130949,0.0146937,0.0252105,0.0362398
0.000851686,0.000883924,0.0017878,0.00488801,0.0109977,0.0122758,0.0200326,0.0307741
0.000752607,0.000901485,0.00227848,0.00583094,0.0146599,0.0136492,0.0243111,0.0322875
0.00104643,0.00103479,0.00206765,0.00621432,0.0160115,0.0205991,0.0367354,0.0578111
0.00116693,0.00135199,0.00342032,0.00858335,0.0223551,0.0267799,0.049112,0.0716698
0.000619352,0.00090435,0.00198791,0.00507752,0.0129212,0.0154493,0.0257319,0.0389121
0.00136121,0.000857598,0.00265262,0.00592799,0.0139813,0.018183,0.0316474,0.047113
0.000781107,0.000875683,0.00207028,0.00512522,0.0133007,0.0154105,0.0278944,0.0384514
0.00133558,0.00174943,0.0036369,0.00917794,0.02353,0.0288288,0.0543086,0.0882233
0.000915377,0.000941876,0.00230901,0.00534335,0.013216,0.0157213,0.029254,0.038734
0.00101378,0.00128199,0.00260101,0.00660804,0.0156393,0.0199849,0.0368142,0.052846
0.000809402,0.000940164,0.00227928,0.00567241,0.0141698,0.0179137,0.0292704,0.0445559
0.00068542,0.00109907,0.00255576,0.0061035,0.0158157,0.0164005,0.0305206,0.0448576
0.000982988,0.000988048,0.00212567,0.00538939,0.0126422,0.0161435,0.0287299,0.0435047
0.000828216,0.00113394,0.00226937,0.00562154,0.0140725,0.0154293,0.0269124,0.0392413
0.00117553,0.000983903,0.00244345,0.00676668,0.015882,0.0233408,0.0439578,0.0637319
0.000690864,0.00107331,0.00276609,0.00622685,0.0164721,0.0176931,0.0339113,0.0501193
0.000809213,0.00129217,0.00286621,0.00696129,0.0168642,0.0154809,0.0251922,0.0400122
0.00101852,0.00134453,0.00260783,0.00693146,0.0174366,0.0167868,0.0275427,0.0399972
0.000823903,0.000958961,0.00196911,0.00518646,0.0120165,0.013763,0.0219547,0.0305877
0.000972538,0.00110639,0.00232448,0.00654945,0.0149487,0.0170108,0.0302225,0.0432159
0.000877578,0.00101552,0.00228163,0.00641206,0.0151946,0.0186623,0.0303338,0.0485071
0.000732983,0.00101452,0.00216493,0.00596104,0.0132983,0.0147162,0.024666,0.0393604
0.000808032,0.000874246,0.00194305,0.00453042,0.0123565,0.0181731,0.0340521,0.0494705
0.00104572,0.00131599,0.00312657,0.00722953,0.0189125,0.0248289,0.0450516,0.0636346
0.000789203,0.000905272,0.00185118,0.00503562,0.0109763,0.0153007,0.0275072,0.0453059
0.000754575,0.00095711,0.00256635,0.00597121,0.0157961,0.019038,0.0319688,0.0501064
0.000920823,0.00103788,0.00241014,0.00591992,0.0129451,0.0146833,0.0234948,0.0338265
0.000812448,0.00105418,0.00219241,0.00545646,0.0146399,0.0136325,0.0262272,0.034908
0.000708059,0.000909059,0.00194438,0.00572148,0.0137107,0.014742,0.0271543,0.038739
0.000557304,0.000893044,0.00204654,0.00586019,0.0132448,0.0134156,0.0221872,0.0355762
0.000699687,0.00106456,0.00225236,0.00562919,0.0149523,0.0135799,0.0237598,0.0350679
0.000903868,0.000808902,0.0019397,0.00444494,0.011811,0.0137055,0.0240856,0.0355502
0.000539022,0.000909539,0.00213253,0.00501227,0.0122426,0.0117686,0.0179409,0.0280402
0.000953128,0.00100617,0.00196284,0.00469368,0.0120402,0.0180713,0.0299237,0.0453408
0.00145523,0.000962252,0.00231842,0.00671304,0.0164121,0.0208167,0.034572,0.0540089
0.000773878,0.000943344,0.00220348,0.0046854,0.0125555,0.0123438,0.0224324,0.0349272
0.000856415,0.000938773,0.00217213,0.00545713,0.0134993,0.017993,0.0319551,0.046778
0.000737288,0.00104864,0.0020229,0.0056144,0.0129655,0.0122703,0.0216484,0.0304824
0.00118107,0.00124294,0.00307562,0.00778432,0.0162518,0.0212605,0.0418143,0.0536099
0.000814562,0.000958856,0.00202148,0.00469184,0.0125869,0.014992,0.0239892,0.0369232
0.00105471,0.00147349,0.00338434,0.007391,0.0213648,0.0194646,0.0359935,0.0507156
0.00116241,0.00101541,0.00225699,0.00580998,0.0139225,0.0158031,0.0277529,0.0388891
0.000971567,0.000880757,0.00221775,0.0055441,0.0140513,0.0182132,0.0315495,0.0506575
0.000812287,0.00100274,0.00219445,0.00571677,0.0128527,0.012947,0.0243117,0.0355495
0.000704964,0.00109861,0.00226141,0.00584312,0.0158777,0.0169944,0.0281631,0.0421415
0.000902171,0.000919623,0.00222429,0.00566391,0.013488,0.016611,0.0307501,0.042915
0.00118025,0.00126401,0.00227885,0.00679655,0.0157686,0.0266543,0.052732,0.0787634
0.000856543,0.000890418,0.00250065,0.00627457,0.0136993,0.0144204,0.026811,0.0412429
0.00116434,0.00133408,0.0027384,0.00778155,0.0174499,0.0205847,0.0337195,0.051096
0.000765077,0.00110295,0.0020395,0.00516976,0.0130315,0.0134596,0.0222127,0.0324948
0.000933764,0.00105316,0.00217813,0.0062627,0.0161296,0.017144,0.0281682,0.0431674
0.000678527,0.000942263,0.0019117,0.00503351,0.0121439,0.0125035,0.0206092,0.0307018
0.000643214,0.00109616,0.00228077,0.00544682,0.0126675,0.0120372,0.0201545,0.0264932
0.00051484,0.00093984,0.00216581,0.00546138,0.0146534,0.0179301,0.0284861,0.0427711
0.00120173,0.00136828,0.00333928,0.0074884,0.017609,0.021013,0.0358898,0.0514525
0.000692685,0.00100974,0.00259648,0.00621759,0.0157916,0.0163415,0.0294975,0.0454099
0.00102487,0.00104719,0.0023761,0.00666065,0.016168,0.0198688,0.0336414,0.0508164
0.00135873,0.0011925,0.0031698,0.00802909,0.0205476,0.0292494,0.0551945,0.0810322
0.00109509,0.00106074,0.00228434,0.00611706,0.0166471,0.0209755,0.0372944,0.0503012
0.000670252,0.0007495,0.00211099,0.00529087,0.0113214,0.0153792,0.0271556,0.0423109
0.000896056,0.00114876,0.00265922,0.00724327,0.0165419,0.0159968,0.0285244,0.0420547
0.000750773,0.00121018,0.0031037,0.00654794,0.0178659,0.0206775,0.0365523,0.0551584
0.000955328,0.00146107,0.00354901,0.00838194,0.019952,0.0180152,0.0292358,0.0472129
0.000956916,0.000876762,0.00192112,0.00553667,0.0131406,0.0148181,0.0282248,0.0394356
0.00125497,0.0012591,0.00342235,0.00842602,0.0209113,0.0249535,0.0428208,0.0647251
0.000780204,0.00122824,0.00262613,0.00671252,0.0166285,0.0192401,0.0296231,0.0443513
0.00100329,0.00123904,0.00300441,0.00744833,0.0196265,0.0245865,0.0433972,0.0584369
0.000642663,0.000968596,0.0019915,0.00512382,0.0148372,0.0144419,0.0291039,0.046798
0.000962995,0.000803812,0.00195299,0.00500275,0.0120705,0.0152796,0.0270945,0.0394212
0.00138762,0.00166119,0.00411199,0.0101579,0.0261109,0.0307803,0.0557744,0.0903501
